Name,Address,District,AGA Division,PS/MC/UC,,,,
AYAAN LANKA HOLIDAYS TOURS & TRAVELS (PVT)LTD,"NO 471/20,CHILAW ROAD,DALUPOTHA,NEGOMBO",Gampaha,Moratuwa,Negombo Divisional Secretariat,,,,
SKYWINGS TRAVELS AND TOURS PVT LTD,"142 2/3, GALLE ROAD, COLOMBO 6",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
GULF TRAVELS,"UG 80, PEOPLE'S PARK COMPLEX, COLOMBO 11",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CEYLON SAFARI HOLIDAYS PVT LTD,"NO.14,MOORS ROAD,RUDRA RESIDENCIES.WELLAWATTE.",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
AKTIV REISEN SRI LANKAN TRAVEL AND TOURS,"NO.101 MADIWELA ROAD UDAHAMULLA, NUGEGODA.",Colombo,Maharagama,Moratuwa Divisional Secretariat,,,,
SMART LANKA VISITORS PVT LTD,"157/10, RANDALU MAWATHA,RADDOLUWA,KOTUGODA",Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,,,,
THE GLOBAL TRAVELS AND LEISURE (PVT) LTD,"NO 3 A, ANANDA MAWATHA, COLOMBO 10,,",Colombo,Colombo,Maradana,,,,
AMAGO TOURS PVT LTD,"85A FOURTH FLOOR,DUTUGEMUNU STREET,KOHUWALA",Colombo,Dehiwala-Mount Lavinia,Thimbirigasyaya Divisional Secretariat,,,,
TRAVEL GURU LANKA (PRIVATE) LIMITED,"TRAVEL GURU LANKA (PRIVATE) LIMITED,TISARA PAZA, 135, DUTUGAMUNU STREET,KOHUWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
GLOBAL HOLIDAY TOURS (PVT) LTD,"178,,HORANA ROAD, WEEDAGAMA,BANDARAGAMA",Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,,,,
C & O HOLIDAYS,"741/B,SIRIMAVO BANDARANAYAKE MAWATHA,COLOMBO 14",Colombo,Colombo,Colombo Divisional Secretariat,,,,
STAR DESTINATIONS (PRIVATE) LIMITED,"01ST FLOOR CBS BUILDING,282/1, GALLE ROAD,COLOMBO 03.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
TRAVEL LANKA CONNECTION PVT LTD,"NO.39,LEVEL 02,CANAL ROW,COLOMBO 01",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SEACARE TRAVELS PVT LTD,"NO. 545B, 2/2, SRI SANGARAJA MAWATHA, COLOMBO 10, SRI LANKA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AVRO TRAVELS AND TOURS (PVT) LTD,"479 1/2, GALLE ROAD,COLOMBO - 6",Colombo,Colombo,Colombo Divisional Secretariat,,,,
FLI LEISURE (PRIVATE) LIMITED,"NO. 465/3 ,K CYRIL C PERERA MAWATHA,COLOMBO 13.",Colombo,MC,Colombo Divisional Secretariat,,,,
ATRO HOLIDAYS (PRIVATE) LIMITED,"253/1A, HIGHLEVEL ROAD,COLOMBO 05.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ASIAN PEARL HOLIDAYS,"NO 17A/1/1, JA ELA ROAD,GAMPAHA.",Gampaha,Gampaha,Gampaha Divisional Secretariat,,,,
INDIGO EXPLORER ( PRIVATE) LIMITED,"LEVEL 34, EAST TOWER , WORLD TRADE CENTER,ECHELON SQUARE,COLOMBO 1",Colombo,Colombo,Colombo Divisional Secretariat,,,,
TRAVEL TRENDS LEISURE (PVT) LTD,"19/D/1/3, PAGODA ROAD, NUGEGODA",Colombo,Sri Jayawardenapura-Kotte,Nugegoda Divisional Secretariat,,,,
TRAVEL TALK (PVT) LTD,"273,VAUXHALL STREET,COLOMBO 02",Colombo,Colombo,Colombo Divisional Secretariat,,,,
HOLIDAYS BY SPLENDOUR (PVT) LTD,"NO. 20,LAKE ROAD,MAHARAGAMA.",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
UNIVERSAL INLANKA TRAVEL SERVICE (PVT) LTD,"NO.70 1/14,LUCKY PLAZA,ST ANTHONY'S MAWATHA,COLOMBO 3",Colombo,Colombo,Colombo Divisional Secretariat,,,,
TRAVEL SENSATE (PVT) LTD,"NO 40/B1, MAIN STREET, WENNAPPUWA",Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,,,,
UNIQUE PARADISE TRAVELS (PRIVATE) LIMITED,"NO 290, D.R. WIJEWARDENA MAWATHA, COLOMBO10.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
WOW LANKA HOLIDAYS (PRIVATE) LIMITED,"NO 176/99 , BOLGODA GARDENS,GALKANUWA ROAD, GORAKANA - KESELWATTA,PANADURA",Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,,,,
FERNANDO TOURS,"NO : L01 /60,REALITY PLAZA,JA ELA",Gampaha,Gampaha,Ja-Ela Divisional Secretariat,,,,
ETHOS TRAVEL COMPANY PVT LTD,"NO 18/B,PETERS MENDIS ROAD, KUDAPADUWA,NEGOMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
TRAVEL DELEGATES PVT LTD,"NO. 1B, 1/3,,DEANSTON PLACE,COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
JAYAMPATHI LANKA HOLIDAYS(PTV)LTD,"DAMBOKKA JUNCTION ,COLOMBO ROAD,KURUNEGALA",Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,,,,
BLESSED TRAVEL & TOUR AGENCY,"BABARANDAGEWATHTHA,BATHEEGAMA,DICKWELLA.",Matara,Dickwella,Dickwella Divisional Secretariat,,,,
EDLEE TOURS TRAVELS (PRIVATE) LIMITED,"76,NEGOMBO BUS TERMINAL,NEGOMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
ISLANDWYDE,"NO. 42/C, 02ND LANE, GAMMANAWATTA ROAD, MAWITTARA, PILIYANDALA",Colombo,Kesbewa,Kesbewa Divisional Secretariat,,,,
LEOLAND TRAVELS (PRIVATE) LIMITED,"320/B/1 , KADUWELA ROAD , MALABE",Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,,
VENUS TRAVELS AND TOURS PVT LTD,"NO347A,4TH CROSS STREET, KOTTE ROAD,MIRIHANA, NUGEGODA",Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,,,,
LAGOON DESTINATION TOURS (PVT) LTD,"NO,179 1/1 ANANDA ATHOKORALLA ROAD,KARAWDENIYA,RUWANWELLA.",Kegalle,Ruwanwella Pradeshiya Sabha,Ruwanwella Divisional Secretariat,,,,
FLY WORLD,"147B 1/1, W. A SILVA MAWATHA,COLOMBO-06.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ZELDIVA LANKA PRIVATE LIMITED,"NO: 228, 2ND FLOOR,KADAWATHA ROAD,DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
D.HOLIDAYS (PVT) LTD,"NO.560,03RD FLOOR, GALLE ROAD, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AMAYA DESH TOURS (PVT) LTD,"24,CINNAMON GARDEN, KALUWARIPPUWA-EAST,KATANA,KATANA",Gampaha,Negombo,Katana Divisional Secretariat,,,,
PANORAMIC TOUR AND TRAVELS PVT LTD,"NO.186,ELA IVURA ROAD,HENDALA , WATTALA",Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,,
EVERY NATION TRAVELS (PVT) LTD,"287/4, STANLEY THILAKARATNE MAWATHA, NUGEGODA.",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
AVENTRA TRAVELS (PVT) LTD,"38,MOOR ROAD,DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
OKINAWA JAPANESE NOJILI TRAVELS AND TOURS,"290,D.R.WIJEWARDENA MAWATHA,COLOMBO 10",Colombo,Colombo,Colombo Divisional Secretariat,,,,
RECHARGE TRAVELS (PVT) LTD,"NO. 68,LORENSZ, ROAD,COLOMBO 04",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
WILD ISLAND SAFARIS (PVT) LTD,"16, 2ND LANE,GALPOTTA ROAD,NAWALA",Colombo,Sri Jayawardenapura-Kotte,Kotte Divisional Secretariat,,,,
TREK LANKA,"NO. 129,AIRPORT ROAD,ANDIAMBALAMA",Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,,,,
TRIPFUSION DMC,"NO. 98, 5TH FLOOR,,HAVELOCK ROAD,COLOMBO 5",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
SMART TOURS,"SMART TOURS,NO 39/1/I,MAKOLA SOUTH, MAKOLA",Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,,,,
